Device : CargoWatch
Truck/Trailer ID: R4038
Serial Number: 017809314200T3
Unit Serial Number: 0000006001177969
Software Version: 75C0
Temperature: °C
Pressure: Bar

Time,Setpoint Temperature,Logger Sensor 1,Op Mode Zone-1,Op Mode,
6/16/2016 20:51,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 21:01,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 21:11,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 21:21,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 21:31,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 21:41,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 21:51,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 22:01,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 22:11,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 22:21,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/16/2016 22:31,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/16/2016 22:41,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 22:51,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 23:01,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 23:11,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 23:21,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 23:31,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 23:41,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/16/2016 23:51,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/17/2016 00:00,	Setpoint Temperature: -23.0
6/17/2016 00:01,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/17/2016 00:11,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 00:21,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 00:31,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 00:41,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 00:51,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 01:01,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 01:11,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/17/2016 01:21,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/17/2016 01:31,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 01:41,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 01:51,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 02:01,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 02:11,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 02:21,	-23,	-22.3,	Heat,"Diesel, Continuous"
6/17/2016 02:28,	Timed Defrost Entered 
6/17/2016 02:28,	-23,	-22.3,	Cool,"Diesel, Continuous"
6/17/2016 02:38,	-23,	-22.2,	Defrost,"Diesel, Continuous"
6/17/2016 02:38,	Defrost State Exited 
6/17/2016 02:38,	-23,	-22.1,	Defrost,"Diesel, Continuous"
6/17/2016 02:48,	-23,	-21.7,	Cool,"Diesel, Continuous"
6/17/2016 02:58,	-23,	-21.7,	Cool,"Diesel, Continuous"
6/17/2016 03:08,	-23,	-21.8,	Cool,"Diesel, Continuous"
6/17/2016 03:18,	-23,	-22,	Heat,"Diesel, Continuous"
6/17/2016 03:28,	-23,	-22,	Cool,"Diesel, Continuous"
